CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
1138609,15000225540,2015225540,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/03/2015 10:13:00 AM,95XX BLOCK OF ASHWORTH AV N,N,N3,1300.1025,-122.339713975,47.698697444,"(47.698697444, -122.339713975)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1554283,15000327267,2015327267,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,09/18/2015 09:06:00 AM,44XX BLOCK OF BRYGGER DR W,Q,Q1,5700.5008,-122.401408397,47.660297044,"(47.660297044, -122.401408397)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1508272,15000271199,2015271199,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,08/06/2015 06:28:00 AM,42XX BLOCK OF WALLINGFORD AV N,B,B3,5100.2007,-122.336216484,47.65856837,"(47.65856837, -122.336216484)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,
774820,12000110635,2012110635,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,04/11/2012 10:13:00 PM,4 AV S / S JACKSON ST,K,K2,9200.1006,-122.328970595,47.599195616,"(47.599195616, -122.328970595)",,,,
115688,10000392334,2010392334,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/10/2010 01:12:00 AM,14XX BLOCK OF TERRY AVE,D,D3,8200.3,-122.330028332,47.612998685,"(47.612998685, -122.330028332)",,,,
2015288,17000201420,2017201420,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",06/05/2017 07:48:36 PM,89XX BLOCK OF AURORA AV N,N,N3,1800.2003,-122.34456,47.693825,"(47.693825, -122.34456)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",06/05/2017 07:21:05 PM
2044903,14000186310,2014186310,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,06/12/2014 12:00:00 AM,21XX BLOCK OF N NORTHLAKE WY,J,J3,5400.2002,-122.332493896,47.648296228,"(47.648296228, -122.332493896)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,06/11/2014 10:22:00 PM
1650608,16000015567,201615567,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/14/2016 07:52:53 AM,6 AV / SPRING ST,K,K1,8200.1031,-122.331345,47.607727,"(47.607727, -122.331345)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1885577,16000426738,2016426738,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,11/26/2016 09:16:05 PM,6XX BLOCK OF 5 AV S,K,K3,9100.2009,-122.32768,47.596657,"(47.596657, -122.32768)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,11/26/2016 08:35:00 PM
933165,12000354574,2012354574,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",10/16/2012 12:16:00 PM,1XX BLOCK OF PIKE ST,M,M3,8100.1007,-122.339458563,47.609053053,"(47.609053053, -122.339458563)",,,,
2168143,14000331047,2014331047,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/03/2014 04:13:00 PM,PREFONTAINE PL S / YESLER WY,K,K2,9200.2001,-122.33026735,47.601714919,"(47.601714919, -122.33026735)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
428245,11000282647,2011282647,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/27/2011 10:51:00 PM,89XX BLOCK OF AURORA AVE N,N,N2,1800.2003,-122.344560664,47.693823402,"(47.693823402, -122.344560664)",,,,
724887,12000034557,201234557,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,02/04/2012 03:11:00 PM,45XX BLOCK OF FREMONT AVE N,J,J2,4900.5000,-122.350036712,47.661765004,"(47.661765004, -122.350036712)",,,,
2193364,14000359331,2014359331,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,10/27/2014 04:32:00 AM,LENORA ST / 6 AV,M,M2,7200.1060,-122.339616144,47.615159017,"(47.615159017, -122.339616144)","NOISE - DIST, GENERAL (CONST, RESID, BALL PLAY)",DISTURBANCES,NOISE DISTURBANCE,10/27/2014 04:27:00 AM
127492,10000409379,2010409379,051,"BURGLARY - RESIDENTIAL, OCCUPIED",RESIDENTIAL BURGLARIES,BURGLARY,11/26/2010 01:15:00 PM,37XX BLOCK OF NE 42ND ST,U,U3,4400.4003,-122.287735577,47.659145667,"(47.659145667, -122.287735577)",,,,
763046,12000092484,201292484,052,BURGLARY - COMMERCIAL ,COMMERCIAL BURGLARIES,BURGLARY,03/27/2012 11:08:00 AM,XX BLOCK OF W CROCKETT ST,Q,Q2,6800.4010,-122.357611402,47.637169868,"(47.637169868, -122.357611402)",,,,
487673,11000359856,2011359856,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,11/04/2011 11:32:00 PM,90XX BLOCK OF 4TH AVE S,F,F3,11200.1020,-122.329727506,47.522936624,"(47.522936624, -122.329727506)",,,,
1915809,17000014934,201714934,450,DRIVING WHILE UNDER INFLUENCE (DUI),TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,01/12/2017 10:11:29 PM,N 34 ST / STONE WY N,B,B3,5400.3026,-122.34278,47.64854,"(47.64854, -122.34278)",DUI - DRIVING UNDER INFLUENCE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1897490,16000448968,2016448968,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,12/14/2016 08:11:19 PM,7XX BLOCK OF FEDERAL AV E,C,C1,6500.3006,-122.319145,47.626076,"(47.626076, -122.319145)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
544955,11000118070,2011118070,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,04/13/2011 05:03:00 PM,19XX BLOCK OF POST ALY,M,M3,8002.1006,-122.342391644,47.610344675,"(47.610344675, -122.342391644)",,,,
1090027,15000155333,2015155333,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/12/2015 09:01:00 AM,11XX BLOCK OF 10 AV E,C,C1,6500.1030,-122.320210857,47.629580046,"(47.629580046, -122.320210857)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
683235,11000390564,2011390564,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/04/2011 08:39:00 PM,BOREN AV / UNION ST,D,D3,8300.2006,-122.328005946,47.612471382,"(47.612471382, -122.328005946)",,,,
1861687,16000384034,2016384034,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",10/23/2016 06:24:55 PM,PIKE ST / 7 AV,M,M2,8200.1006,-122.33335,47.611607,"(47.611607, -122.33335)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
1049042,15000097658,201597658,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,03/25/2015 11:53:00 PM,24XX BLOCK OF AURORA AV N,Q,Q2,6000.2045,-122.346642846,47.641419741,"(47.641419741, -122.346642846)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,03/25/2015 09:36:00 PM
1121570,15000200977,2015200977,031,STRONG ARM ROBBERY,ROBBERY,ROBBERY,06/15/2015 04:38:00 PM,6XX BLOCK OF 3 AV,K,K1,8100.2041,-122.331735383,47.603126538,"(47.603126538, -122.331735383)",ROBBERY (INCLUDES STRONG ARM),ROBBERY,ROBBERY,06/15/2015 02:36:00 PM
1603880,15000388627,2015388627,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",11/06/2015 04:54:00 PM,26XX BLOCK OF SW HOLDEN ST,F,F1,10701.2016,-122.367981909,47.533710569,"(47.533710569, -122.367981909)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,11/06/2015 02:46:00 PM
2030088,14000168497,2014168497,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/29/2014 10:09:00 AM,16 AV NE / NE 52 ST,U,U3,4400.3004,-122.310779424,47.666417473,"(47.666417473, -122.310779424)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
2103131,14000217662,2014217662,124,PORNOGRAPHY,VICE CALLS,OTHER VICE,07/05/2014 07:49:00 PM,35XX BLOCK OF W RAYE ST,Q,Q1,5600.5002,-122.403306243,47.643182822,"(47.643182822, -122.403306243)",VICE - PORNOGRAPHY,OTHER VICE,VICE CALLS,07/05/2014 03:12:00 PM
2034659,14000175112,2014175112,161,TRESPASS,TRESPASS,TRESPASS,06/03/2014 10:56:00 AM,6XX BLOCK OF SENECA ST,D,D3,8200.3006,-122.33131296,47.608729171,"(47.608729171, -122.33131296)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
930678,12000351554,2012351554,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/14/2012 01:27:00 AM,65XX BLOCK OF 15TH AVE NE,U,U1,2600.3012,-122.312653258,47.725977941,"(47.725977941, -122.312653258)",,,,
2008234,17000188473,2017188473,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/27/2017 06:07:18 PM,6XX BLOCK OF FULLERTON AV,G,G2,7800.1035,-122.28382,47.60717,"(47.60717, -122.28382)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
435295,11000292647,2011292647,072,AUTO THEFT AND RECOVERY,AUTO RECOVERIES,AUTO THEFTS,09/05/2011 01:07:00 PM,53XX BLOCK OF SW MANNING ST,W,W2,9702.4007,-122.401455752,47.571820762,"(47.571820762, -122.401455752)",,,,
805653,12000156625,2012156625,415,BLOCKING VEHICLE,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,05/21/2012 02:45:00 PM,ALASKAN WY VI SB / S ROYAL BROUGHAM WY,K,K3,9300.2010,-122.335966009,47.592396468,"(47.592396468, -122.335966009)",,,,
484291,11000359403,2011359403,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,11/04/2011 02:22:00 PM,COLUMBIA ST / TERRY AV,E,E2,8500.1016,-122.324946302,47.607444305,"(47.607444305, -122.324946302)",,,,
1624993,15000423455,2015423455,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,12/06/2015 04:15:14 PM,W KINNEAR PL / 1 AV W,Q,Q3,7000.6009,-122.357994,47.627724,"(47.627724, -122.357994)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1276515,11000003172,20113172,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,01/03/2011 08:07:00 PM,42XX BLOCK OF BROOKLYN AVE NE,U,U2,5301.3008,-122.314343858,47.659068799,"(47.659068799, -122.314343858)",,,,
417097,11000266183,2011266183,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/14/2011 03:58:00 AM,47XX BLOCK OF 19TH AVE NE,U,U3,5301.1000,-122.307204504,47.66395556,"(47.66395556, -122.307204504)",,,,
665217,11000081324,201181324,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/11/2011 06:13:00 PM,19XX BLOCK OF WESTERN AVE,M,M3,8100.1012,-122.342879608,47.609812732,"(47.609812732, -122.342879608)",,,,
78164,10000337173,2010337173,192,MISDEMEANOR WARRANT SERVICE,WARRANT CALLS,ARREST,09/26/2010 09:42:00 PM,89XX BLOCK OF AURORA AVE N,N,N2,1800.2004,-122.344560665,47.693823402,"(47.693823402, -122.344560665)",,,,
703130,12000000398,2012398,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,01/01/2012 05:27:00 AM,2 AV W / W HARRISON ST,Q,Q3,7100.1009,-122.359342001,47.622115964,"(47.622115964, -122.359342001)",,,,
1759954,16000208598,2016208598,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,06/12/2016 12:24:33 PM,53 AV SW / ALKI AV SW,W,W1,9600.5012,-122.40097,47.583588,"(47.583588, -122.40097)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,06/12/2016 10:32:58 AM
1833530,16000335093,2016335093,162,TRESPASS - PARKS EXCLUSION,PARKS EXCLUSIONS,TRESPASS,09/15/2016 05:46:29 PM,NW BOWDOIN PL / BURKE GILMAN TL,B,B2,4800.3026,-122.362175,47.655178,"(47.655178, -122.362175)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/15/2016 03:04:29 PM
393007,11000230966,2011230966,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,07/16/2011 11:19:00 PM,SW ANGELINE ST / BEACH DR SW,W,W2,10600.5003,-122.403307031,47.560304208,"(47.560304208, -122.403307031)",,,,
2214825,14000400479,2014400479,052,BURGLARY - COMMERCIAL,COMMERCIAL BURGLARIES,BURGLARY,12/02/2014 04:25:00 PM,7XX BLOCK OF 9 AV,D,D3,8500.1017,-122.325729168,47.606625639,"(47.606625639, -122.325729168)",BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,12/02/2014 12:48:00 PM
2109269,14000229669,2014229669,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/14/2014 01:45:00 PM,87XX BLOCK OF AURORA AV N,N,N2,1800.2006,-122.344541332,47.692196698,"(47.692196698, -122.344541332)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
2134704,14000264420,2014264420,064,SHOPLIFT,THEFT,SHOPLIFTING,08/10/2014 01:55:00 PM,6XX BLOCK OF 5 AV S,K,K2,9100.1014,-122.327680652,47.59665538,"(47.59665538, -122.327680652)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,08/10/2014 12:11:00 PM
1518984,15000284335,2015284335,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,08/15/2015 10:23:00 PM,15XX BLOCK OF 7 AV,M,M3,8200.1005,-122.333808101,47.612103391,"(47.612103391, -122.333808101)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1846678,16000357352,2016357352,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/02/2016 04:06:44 PM,33XX BLOCK OF 59 AV SW,W,W1,9701.1019,-122.40758,47.574223,"(47.574223, -122.40758)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
819351,12000177403,2012177403,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,06/07/2012 07:45:00 PM,S CHARLES ST / RAINIER AV S,G,G2,9400.2007,-122.310367515,47.594355009,"(47.594355009, -122.310367515)",,,,
1309143,13000044437,201344437,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/08/2013 10:08:00 AM,12 AV SW / SW MYRTLE ST,F,F1,10800.1007,-122.350411254,47.539088975,"(47.539088975, -122.350411254)",,,,
820211,12000178831,2012178831,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,06/08/2012 08:09:00 PM,3 AV / PINE ST,M,M2,8100.2004,-122.338701658,47.610742764,"(47.610742764, -122.338701658)",,,,
1707430,16000113601,2016113601,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/02/2016 05:54:33 PM,26XX BLOCK OF CALIFORNIA AV SW,W,W1,9800.8002,-122.38658,47.580254,"(47.580254, -122.38658)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,04/02/2016 12:41:10 PM
1681167,16000068057,201668057,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,02/25/2016 09:54:00 PM,BOYLSTON AV / E PINE ST,E,E2,8400.1005,-122.32342,47.61523,"(47.61523, -122.32342)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,02/25/2016 07:41:13 PM
2230455,14000422619,2014422619,030,ARMED ROBBERY,GUN CALLS,ROBBERY,12/22/2014 08:32:00 PM,86XX BLOCK OF 9 AV SW,F,F3,11300.4002,-122.346740724,47.525557073,"(47.525557073, -122.346740724)",ROBBERY - IP/JO (INCLUDES STRONG ARM),ROBBERY,ROBBERY,12/22/2014 06:24:00 PM
1927633,17000034576,201734576,064,SHOPLIFT,THEFT,SHOPLIFTING,01/28/2017 06:00:35 PM,28XX BLOCK OF SW BARTON ST,F,F2,11402.1022,-122.36935,47.521038,"(47.521038, -122.36935)",SHOPLIFT - THEFT,SHOPLIFTING,THEFT,
632476,11000201970,2011201970,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/23/2011 06:36:00 PM,7 AV / PINE ST,D,D3,8200.1006,-122.334262452,47.612600165,"(47.612600165, -122.334262452)",,,,
1765384,16000218119,2016218119,161,TRESPASS,TRESPASS,TRESPASS,06/19/2016 01:27:27 PM,WESTERN AV / UNION ST,M,M1,8100.3013,-122.34022,47.607365,"(47.607365, -122.34022)",TRESPASS,TRESPASS,TRESPASS,06/19/2016 11:45:52 AM
115053,10000353528,2010353528,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,10/09/2010 02:54:00 PM,7XX BLOCK OF SPRING ST,D,D3,8200.301,-122.330226776,47.608197561,"(47.608197561, -122.330226776)",,,,
1730301,16000156511,2016156511,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/05/2016 08:33:51 PM,65XX BLOCK OF SW ADMIRAL WY,W,W1,9701.3012,-122.415306,47.57597,"(47.57597, -122.415306)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
1865245,16000390544,2016390544,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,10/28/2016 02:56:18 PM,1 AV / YESLER WY,K,K1,9200.2007,-122.33418,47.601723,"(47.601723, -122.33418)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
2110227,14000230945,2014230945,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,07/15/2014 12:27:00 PM,30XX BLOCK OF 60 AV SW,W,W1,9701.1011,-122.409409828,47.576806359,"(47.576806359, -122.409409828)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,07/15/2014 12:11:00 PM
774529,12000076569,201276569,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,03/13/2012 11:24:00 AM,22XX BLOCK OF FAIRVIEW AVE E,D,D2,6600.3005,-122.329463581,47.638987564,"(47.638987564, -122.329463581)",,,,
47217,10000292589,2010292589,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,08/21/2010 03:18:00 PM,11XX BLOCK OF ELLIOTT AVE W,Q,Q3,5802.2010,-122.372088315,47.629437887,"(47.629437887, -122.372088315)",,,,
851310,12000227169,2012227169,130,PROPERTY DESTRUCTION,PROPERTY DAMAGE,PROPERTY DAMAGE,07/15/2012 10:07:00 AM,71XX BLOCK OF WOODSIDE PL SW,W,W3,11600.6002,-122.389423622,47.538876506,"(47.538876506, -122.389423622)",,,,
640911,15000039698,201539698,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,02/04/2015 07:46:00 AM,32XX BLOCK OF 26 AV SW,W,W1,9900.4038,-122.364190102,47.574576312,"(47.574576312, -122.364190102)",TRAFFIC - BLOCKING ROADWAY,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
1683606,16000072200,201672200,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,02/29/2016 11:26:54 AM,52XX BLOCK OF BROOKLYN AV NE,U,U1,4400.4001,-122.31417,47.6675,"(47.6675, -122.31417)",TRU - THEFT,OTHER PROPERTY,THEFT,
1083598,15000146293,2015146293,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,05/04/2015 11:30:00 PM,CALIFORNIA AV SW / ERSKINE WY SW,W,W2,10500.4011,-122.38683076,47.559324064,"(47.559324064, -122.38683076)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1562850,15000337351,2015337351,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,09/26/2015 06:08:00 PM,21XX BLOCK OF S JACKSON ST,G,G2,9000.1005,-122.30380935,47.599271152,"(47.599271152, -122.30380935)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/26/2015 04:59:00 PM
2195185,14000372262,2014372262,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,11/06/2014 08:30:00 PM,2XX BLOCK OF 19 AV E,C,C2,7600.2003,-122.307357397,47.62007612,"(47.62007612, -122.307357397)",AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,AUTO THEFTS,AUTO RECOVERIES,
873595,12000264480,2012264480,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,08/10/2012 11:46:00 PM,1 AV / SPRING ST,M,M3,8100.1031,-122.336893066,47.60540604,"(47.60540604, -122.336893066)",,,,
825813,12000187466,2012187466,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,06/15/2012 08:19:00 PM,20XX BLOCK OF N 77TH ST,J,J1,2700.4010,-122.334057375,47.684833937,"(47.684833937, -122.334057375)",,,,
132592,10000416853,2010416853,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,12/03/2010 03:03:00 AM,NULL,E,E3,8600.1017,-122.316783579,47.605565814,"(47.605565814, -122.316783579)",,,,
1141211,15000228897,2015228897,030,ARMED ROBBERY,GUN CALLS,ROBBERY,07/05/2015 11:21:00 AM,20 AV SW / SW HENDERSON ST,F,F2,11402.2002,-122.359144206,47.522862618,"(47.522862618, -122.359144206)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,07/05/2015 08:29:00 AM
1993938,17000161766,2017161766,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,05/09/2017 03:46:19 AM,30XX BLOCK OF 14 AV W,Q,Q2,5802.2,-122.374886,47.647537,"(47.647537, -122.374886)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,05/08/2017 09:34:55 PM
647609,15000049220,201549220,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/12/2015 01:55:00 PM,9XX BLOCK OF LAKE WASHINGTON BV S,G,G3,8900.1027,-122.288959504,47.594364069,"(47.594364069, -122.288959504)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
436977,11000295422,2011295422,362,LOST PERSON,"PERSONS - LOST, FOUND, MISSING","PERSONS - LOST, FOUND, MISSING",09/07/2011 02:08:00 PM,83XX BLOCK OF 19TH AVE NW,B,B2,3000.5003,-122.381095175,47.689658439,"(47.689658439, -122.381095175)",,,,
85416,10000347445,2010347445,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,10/04/2010 08:46:00 PM,3XX BLOCK OF WARD ST,Q,Q3,7000.1009,-122.350806161,47.628141608,"(47.628141608, -122.350806161)",,,,
1255707,13000004107,20134107,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,01/04/2013 01:01:00 PM,SW EDMUNDS ST / 37 AV SW,W,W2,10500.1011,-122.378848582,47.559260119,"(47.559260119, -122.378848582)",,,,
770121,12000102071,2012102071,161,TRESPASS ,TRESPASS,TRESPASS,04/04/2012 04:48:00 PM,11XX BLOCK OF MADISON ST,D,D3,8300.1005,-122.324583879,47.609570173,"(47.609570173, -122.324583879)",,,,
745015,12000064766,201264766,261,"ANIMAL NOISE, STRAYS, BITES",ANIMAL COMPLAINTS,ANIMAL COMPLAINTS,03/02/2012 11:45:00 PM,S NORMAN ST / 32 AV S,G,G3,8900.2003,-122.291550352,47.593465345,"(47.593465345, -122.291550352)",,,,
1739482,16000172768,2016172768,410,ABANDONED VEHICLE,PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/17/2016 06:13:24 PM,117XX BLOCK OF 12 AV NE,L,L1,600.2005,-122.31526,47.7149,"(47.7149, -122.31526)",ABANDONED VEHICLE,TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1919565,17000021773,201721773,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,01/18/2017 05:57:45 PM,2XX BLOCK OF JAMES ST,K,K1,8100.2040,-122.33196,47.60254,"(47.60254, -122.33196)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",01/18/2017 03:00:52 PM
