psraid,sample,int_date,state,sex,"[Q1] Overall, how would you rate your community as a place to live? Would you say it is","[Q3] Overall, how would you rate the economy in your community today? ","[eminuse] Do you use the internet or email, at least occasionally? ","[intmob] Do you access the internet on a cell phone, tablet or other mobile handheld device, at least occasionally?",[intfreq] About how often do you use the internet?,[home4nw] Do you currently subscribe to internet service at HOME? ,"[device1a] Next, do you have a cell phone, or not? ",smartphone,[q5a] Please tell me if you ever use your cell phone to do any of the following things. Do you ever use your cell phone to Participate in a video call or video chat?,"[q5b] Buy a product online, such as books, music, toys or clothing","[q5c] Get directions, recommendations, or other information related to your location",[q5d] Get sports scores or analysis ,[q5e] Watch movies or TV shows through a paid subscription service like NetFlix or Hulu Plus ,"[q5f] Listen to an online radio or music service, such as Pandora or Spotify","[date1a] Have YOU, personally, ever used an online dating site such as Match.com, eHarmony, or OK Cupid?",[date2a] Have you ever used a dating app on your cell phone? ,[date3a] Do you personally know anyone who has Used an online dating site or app?,[date3b] Do you personally know anyone who has been in a long-term relationship with or married someone they met through an online dating site or app?,[date4a] Online dating is a good way to meet people,[date4b] Online dating allows people to find a better match for themselves because they can get to know a lot more people,[date4c] People who use online dating sites are desperate,[date4d] Online dating keeps people from settling down because they always have options for people to date,[date4e] Online dating is easier and more efficient than other ways of meeting people ,[date4f] Online dating is more dangerous than other ways of meeting people ,age,"[marital] Are you currently married, living with a partner, divorced, separated, widowed, or have you never been married? ","[hh1] How many adults age 18 and over currently live in your household, INCLUDING YOURSELF?",[educ2] What is the highest level of school you have completed or the highest degree you have received?,"[party] In politics TODAY, do you consider yourself a Republican, Democrat, or independent?","[ideo] In general, would you describe your political views as ",income,zipcode
200978,2,61915,6,Female,1,3,2,2, , , ,Not sure/Don't know, , , ,No,No,No, , ,No,No,AGREE,AGREE,DON'T KNOW,AGREE,DON'T KNOW,AGREE,63,Living with a partner,2,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Democrat,Conservative,"10 to under $20,000",90602
200981,2,61915,51,Male,2,2,1,1,1,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DON'T KNOW,AGREE,DISAGREE,53,Married,5,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Moderate,(VOL.) Don't know,20132
200985,2,61915,51,Female,1,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,22,Never been married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,"10 to under $20,000",22182
200986,2,61915,39,Female,1,2,1,1,2,1, ,"Yes, smartphone", , , ,No,No,No,No,No,Yes,No,AGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,58,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"20 to under $30,000",43160
200989,2,61915,2,Female,2,3,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,45,Married,3,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Conservative,"$150,000 or more",99576
200992,2,61915,15,Female,4,4,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,32,Married,2,"Some college, no degree (includes some community college)",Democrat,Conservative,"30 to under $40,000",96720
200997,2,61915,19,Male,2,2,2,2, , , ,Not sure/Don't know,No,No,No, , , , , ,No,No,AGREE,AGREE,AGREE,AGREE,AGREE,DISAGREE,63,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Conservative,"20 to under $30,000",52403
201000,2,61915,2,Male,1,2,1,1,2,2, ,"Yes, smartphone", , , ,No,Yes,Yes,Yes,Yes,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,41,Divorced,2,Two year associate degree from a college or university,Independent,Moderate,"50 to under $75,000",99801
201003,2,61915,46,Male,3,3,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,24,Living with a partner,3,"Some college, no degree (includes some community college)",Independent,"Liberal, OR","40 to under $50,000",57701
201004,2,62115,48,Male,2,1,1,1,3,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,AGREE,57,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Moderate,"$150,000 or more",75214
201005,2,61915,16,Male,1,2,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,Yes,Yes,8,DON'T KNOW,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,99,Married,9,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) Refused,Conservative,(VOL.) Refused,99999
201006,2,61915,4,Female,1,3,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,DISAGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,67,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Conservative,"100 to under $150,000",85541
201016,2,61915,6,Female,1,2,1,1,3,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,37,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Very liberal?,"30 to under $40,000",94954
201019,2,61915,6,Male,2,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,20,Never been married,4,High school graduate (Grade 12 with diploma or GED certificate),Democrat,"Liberal, OR","$150,000 or more",94587
201025,2,61915,41,Female,2,2,1,1,1,1, ,"Yes, smartphone", , , ,No,Yes,No,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,38,Living with a partner,2,"Some college, no degree (includes some community college)",Democrat,"Liberal, OR","Less than $10,000",97303
201028,2,61915,32,Female,2,3,1,1,2,1, ,"Yes, smartphone", , , ,No,No,No,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,41,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","75 to under $100,000",89032
201032,2,62415,42,Male,1,2,1,1,2,2, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,DISAGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,33,Married,2,Less than high school (Grades 1-8 or no formal schooling),Republican,Very conservative,"50 to under $75,000",17517
201035,2,62015,9,Female,3,3,1,1,3,1, ,"Yes, smartphone", , , ,No,Yes,Refused,No,No,No,No,DISAGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,45,Never been married,3,"Some college, no degree (includes some community college)",(VOL.) No preference,(VOL.) Refused,"30 to under $40,000",6106
201037,2,62915,21,Male,2,2,2,1,4,2, ,"No, not a smartphone", , , ,Yes,No,Yes,No, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,26,Married,2,Less than high school (Grades 1-8 or no formal schooling),Independent,(VOL.) Refused,(VOL.) Don't know,99999
201041,2,62015,36,Male,2,4,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,48,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","$150,000 or more",10022
201042,2,62015,51,Male,3,4,2,2, , , ,"No, not a smartphone", , , ,No,No,No, , ,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,68,Married,3,"Some college, no degree (includes some community college)",Independent,Conservative,(VOL.) Refused,23924
201044,2,62015,37,Female,1,2,1,1,1,1, ,"Yes, smartphone", , , ,No,No,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,41,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Conservative,"$150,000 or more",27613
201048,2,62015,48,Female,2,2,1,1,5,2, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,8,AGREE,AGREE,DON'T KNOW,DON'T KNOW,AGREE,54,Divorced,1,"Some college, no degree (includes some community college)",(VOL.) Refused,(VOL.) Don't know,"Less than $10,000",75228
201062,2,62115,8,Female,1,2,1,1,4,1, ,"Yes, smartphone", , , ,No,No,No,Yes,Yes,Yes,No,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,AGREE,49,Divorced,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) No preference,Conservative,(VOL.) Don't know,80134
201070,2,62015,40,Female,1,2,1,2,4,1, ,"No, not a smartphone", , , ,No,No,No,No, ,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,65,Married,3,"Some college, no degree (includes some community college)",Democrat,Conservative,"30 to under $40,000",73012
201072,2,62015,29,Male,1,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,31,Never been married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) Other party,Moderate,"75 to under $100,000",65049
201074,2,62315,13,Male,2,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,26,Married,2,"Some college, no degree (includes some community college)",Independent,Moderate,"50 to under $75,000",30345
201077,2,62015,42,Male,2,3,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,Yes,8,DON'T KNOW,DISAGREE,REFUSED,DISAGREE,DISAGREE,69,Living with a partner,2,Two year associate degree from a college or university,(VOL.) Refused,Moderate,"$150,000 or more",15370
201082,2,62215,6,Male,2,3,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,22,Never been married,3,Two year associate degree from a college or university,Independent,Moderate,(VOL.) Don't know,95122
201083,2,62015,49,Female,2,3,1,1,1,2, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,18,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Moderate,"50 to under $75,000",84074
201090,2,62815,35,Male,2,3,1,1,2,2, ,"Yes, smartphone", , , ,No,No,No,Yes,Yes,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,64,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Moderate,"50 to under $75,000",87106
201093,2,62015,39,Female,1,2,2,2, , , ,"No, not a smartphone",No,No,No, , , , , ,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,DISAGREE,73,Widowed,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,Conservative,"10 to under $20,000",44683
201100,2,62315,53,Female,2,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,DISAGREE,DON'T KNOW,DISAGREE,DON'T KNOW,DON'T KNOW,DON'T KNOW,57,Married,2,Two year associate degree from a college or university,(VOL.) No preference,(VOL.) Refused,"40 to under $50,000",98248
201105,2,62115,6,Male,3,2,1,1,1,2, ,Not sure/Don't know,No,No,Yes, , , ,No, ,No,No,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,36,Living with a partner,3,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,"10 to under $20,000",12321
201109,2,62015,32,Male,3,2,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,Yes,No,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,27,Married,3,"Some college, no degree (includes some community college)",Independent,"Liberal, OR","30 to under $40,000",89110
201112,2,62015,41,Male,1,3,1,2,4,1, ,"No, not a smartphone",No,No,Yes, , , ,No, ,No,No,AGREE,AGREE,AGREE,DON'T KNOW,DISAGREE,AGREE,68,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"100 to under $150,000",97215
201116,2,62015,41,Male,2,2,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,No,Yes,No,DISAGREE,AGREE,DISAGREE,DON'T KNOW,DON'T KNOW,DISAGREE,42,Never been married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Independent,"Liberal, OR","50 to under $75,000",97217
201118,2,62115,53,Female,8,9,1,1,4,2, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,65,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) Refused,Moderate,(VOL.) Don't know,99999
201120,2,62015,6,Male,2,2,1,1,1,1, ,"Yes, smartphone", , , ,No,No,Yes,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,21,Never been married,6,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Very liberal?,"75 to under $100,000",93065
201128,2,62015,36,Male,2,3,1,1,4,2, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,No,AGREE,DISAGREE,DON'T KNOW,AGREE,AGREE,AGREE,44,Married,1,DonÍt know,Democrat,Moderate,"20 to under $30,000",11236
201132,2,62015,42,Male,1,3,1,1,2,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,62,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Moderate,"100 to under $150,000",19522
201134,2,62415,36,Male,2,4,1,1,2,1, ,"No, not a smartphone", , , ,Yes,Yes,Yes,Yes, ,No,Yes,DISAGREE,DISAGREE,AGREE,AGREE,AGREE,AGREE,50,Separated,4,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Conservative,"10 to under $20,000",10035
201143,2,62015,26,Female,1,1,1,1,2,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,39,Never been married,3,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","10 to under $20,000",48105
201145,2,62015,48,Female,2,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,20,Never been married,2,High school graduate (Grade 12 with diploma or GED certificate),Independent,"Liberal, OR","10 to under $20,000",75074
201149,2,62015,18,Male,1,3,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,47,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"Less than $10,000",47944
201151,2,62015,13,Male,1,2,1,1,2,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,8,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,44,Widowed,1,"Some college, no degree (includes some community college)",(VOL.) No preference,Moderate,"50 to under $75,000",30165
201156,2,62115,22,Male,2,2,1,2,2,1, ,"No, not a smartphone",No,Yes,Yes, , , ,Yes, ,No,No,AGREE,DISAGREE,DISAGREE,DON'T KNOW,AGREE,AGREE,57,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) Other party,Very conservative,"20 to under $30,000",70506
201159,2,62115,48,Female,1,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,49,Married,3,"Some college, no degree (includes some community college)",Independent,Conservative,"50 to under $75,000",75181
201166,2,62015,1,Female,3,4,2,2, , , ,"No, not a smartphone",No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,DON'T KNOW,DON'T KNOW,AGREE,AGREE,63,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,(VOL.) Don't know,35150
201170,2,62015,26,Female,9,4,1,1,2,1, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,41,Divorced,3,"Some college, no degree (includes some community college)",Independent,Conservative,(VOL.) Refused,48708
201178,2,62015,1,Male,1,2,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,50,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Republican,Very conservative,"100 to under $150,000",36068
201181,2,62015,42,Male,1,3,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,Yes,No,Yes,Yes,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,45,Divorced,1,"Some college, no degree (includes some community college)",Republican,Very conservative,"100 to under $150,000",18964
201182,2,62015,24,Female,1,3,1,1,1,1, ,"Yes, smartphone",Yes,Yes,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,32,Never been married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,(VOL.) Don't know,20872
201183,2,62315,37,Male,2,3,1,1,3,2, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,45,Living with a partner,2,"Some college, no degree (includes some community college)",Independent,Conservative,"30 to under $40,000",27030
201188,2,62015,26,Female,1,1,1,2,5,2, ,"No, not a smartphone",No,No,No, , , ,No, ,No,No,9,REFUSED,REFUSED,REFUSED,DON'T KNOW,DON'T KNOW,66,Living with a partner,1,"Some college, no degree (includes some community college)",Democrat,Conservative,"10 to under $20,000",48047
201193,2,62015,39,Female,2,3,1,1,2,1, ,"Yes, smartphone",Yes,No,Yes, , , ,Yes,No,8,Yes,AGREE,DON'T KNOW,DISAGREE,DISAGREE,DISAGREE,DISAGREE,33,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Very liberal?,"20 to under $30,000",45701
201195,2,62215,12,Male,1,4,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,30,Married,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",(VOL.) Other party,Very conservative,"40 to under $50,000",33322
201196,2,62015,27,Male,3,2,2,2, , , ,Not sure/Don't know,No,No,No, , , , , ,No,No,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,DISAGREE,38,Separated,3,Less than high school (Grades 1-8 or no formal schooling),Independent,Very liberal?,"10 to under $20,000",55404
201200,2,62015,10,Female,4,4,1,1,2,1, ,"Yes, smartphone", , , ,No,Yes,Yes,No,No,No,No,DISAGREE,DISAGREE,DON'T KNOW,DON'T KNOW,DISAGREE,AGREE,34,Married,2,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,"100 to under $150,000",19702
201201,2,62115,48,Female,3,3,2,2, , , ,Not sure/Don't know,No,No,No, , , , , ,No,No,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,92,Widowed,1,Less than high school (Grades 1-8 or no formal schooling),Independent,(VOL.) Don't know,"Less than $10,000",78948
201204,2,62015,55,Female,1,3,1,1,1,1, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,55,Married,2,"Some college, no degree (includes some community college)",Independent,Moderate,"50 to under $75,000",53098
201206,2,62115,48,Male,2,3,1,1,2,1, ,"Yes, smartphone",No,No,No, , , ,No,No,No,No,9,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,55,Married,2,"Some college, no degree (includes some community college)",Republican,Very conservative,"100 to under $150,000",77535
201207,2,62015,29,Male,2,2,1,1,2,2, ,Not sure/Don't know, , , ,Yes,No,Yes,Yes, ,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,53,Never been married,1,High school graduate (Grade 12 with diploma or GED certificate),Republican,Moderate,"20 to under $30,000",65101
201209,2,62215,51,Female,1,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,AGREE,48,Divorced,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Moderate,"75 to under $100,000",23464
201213,2,62015,22,Male,1,3,1,1,5,1, ,"Yes, smartphone",No,No,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,AGREE,AGREE,58,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"20 to under $30,000",70508
201216,2,62015,36,Male,2,2,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,Yes,Yes,AGREE,AGREE,DISAGREE,AGREE,AGREE,DISAGREE,43,Separated,1,"Four year college or university degree/BachelorÍs degree (e.g., BS, BA, AB)",Democrat,Very liberal?,"40 to under $50,000",11232
201238,2,62015,42,Female,2,3,1,1,1,1, ,"Yes, smartphone", , , ,Yes,No,Yes,Yes,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,49,Divorced,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Conservative,"50 to under $75,000",15670
201240,2,62015,17,Male,1,2,1,1,2,2, ,"Yes, smartphone",Yes,No,Yes, , , ,No,No,No,No,AGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,35,Married,2,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Moderate,"10 to under $20,000",60002
201242,2,62115,25,Female,1,1,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,No,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,67,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,"Liberal, OR","75 to under $100,000",2467
201245,2,62015,48,Male,2,1,1,1,2,1, ,"Yes, smartphone", , , ,Yes,No,Yes,No,No,No,No,DISAGREE,AGREE,AGREE,AGREE,DISAGREE,AGREE,33,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Moderate,"100 to under $150,000",76901
201249,2,62015,24,Male,2,3,1,1,5,2, ,"Yes, smartphone", , , ,No,No,No,No,No,No,No,AGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,60,Divorced,2,High school graduate (Grade 12 with diploma or GED certificate),Republican,Conservative,"10 to under $20,000",21221
201271,2,62015,48,Male,1,1,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,56,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Republican,Very conservative,"50 to under $75,000",75098
201272,2,62015,29,Male,1,2,1,1,2,1, ,"Yes, smartphone",No,No,No, , , ,No,No,Yes,Yes,DISAGREE,AGREE,DISAGREE,AGREE,DISAGREE,AGREE,30,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Independent,Conservative,"50 to under $75,000",65583
201273,2,62015,40,Male,8,8,1,1,3,1, ,"Yes, smartphone",No,No,Yes, , , ,Yes,No,No,No,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,DON'T KNOW,DON'T KNOW,67,Married,2,Two year associate degree from a college or university,Democrat,"Liberal, OR","75 to under $100,000",74701
201279,2,62215,48,Male,2,2,1,1,4,1, ,"No, not a smartphone",No,Yes,No, , , ,No, ,Yes,No,8,DISAGREE,AGREE,DON'T KNOW,DISAGREE,DON'T KNOW,67,Married,2,"Some college, no degree (includes some community college)",Republican,Conservative,(VOL.) Refused,99999
201281,2,71215,48,Female,4,3,1,1,2,2, ,"Yes, smartphone", , , ,Yes,No,No,No,No,No,No,DISAGREE,DISAGREE,AGREE,AGREE,DISAGREE,AGREE,68,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Moderate,"50 to under $75,000",75686
201283,2,62015,1,Female,2,3,1,1,2,1, ,"No, not a smartphone",No,No,No, , , ,No, ,Yes,Yes,DISAGREE,DISAGREE,DISAGREE,DON'T KNOW,AGREE,AGREE,57,Never been married,1,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(VOL.) No preference,Conservative,"40 to under $50,000",36701
201296,2,70515,47,Female,2,2,2,2, , , ,"No, not a smartphone", , , ,No,No,No, , ,No,No,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,AGREE,79,Widowed,1,High school graduate (Grade 12 with diploma or GED certificate),Independent,Moderate,"40 to under $50,000",38053
201297,2,62015,36,Female,2,3,1,1,2,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,Yes,AGREE,DISAGREE,DISAGREE,DISAGREE,AGREE,DISAGREE,41,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Moderate,"100 to under $150,000",13901
201316,2,62015,6,Male,4,4,1,2,1,1, ,"No, not a smartphone", , , ,No,No,No,No, ,No,No,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,AGREE,65,Divorced,1,High school graduate (Grade 12 with diploma or GED certificate),(VOL.) No preference,(VOL.) Don't know,"Less than $10,000",95961
201319,2,62015,12,Male,2,2,1,1,2,1, ,"Yes, smartphone",No,Yes,Yes, , , ,No,No,No,No,8,REFUSED,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,67,Married,2,"Postgraduate or professional degree, including masterÍs, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Democrat,Very liberal?,"100 to under $150,000",33901
201321,2,62015,6,Male,2,2,1,1,1,1, ,"Yes, smartphone", , , ,Yes,Yes,Yes,No,No,Yes,No,AGREE,DISAGREE,AGREE,DISAGREE,DISAGREE,DISAGREE,20,Never been married,6,High school graduate (Grade 12 with diploma or GED certificate),Democrat,Very liberal?,"$150,000 or more",90024
